,0,1,2,0_syllables,1_syllables,2_syllables,label
62054,Picked up a jacket, this morning that doesn't have,lip balm It's over,5,7,5,morning
62057,Reading my bible, in the morning really helps,my entire mood,5,7,5,morning
62063,Pastors make a note, in your spirit to allow,God to have his way,5,7,5,way
62064,if anyone wants, to have their sexy time filmed,you can hire me,5,7,4,time
62064,if anyone wants, to have their sexy time filmed,you can hire me,5,7,5,time
62065,hurricane by luke, combs hits me like a bag of,bricks every time,5,7,4,time
62065,hurricane by luke, combs hits me like a bag of,bricks every time,5,7,5,time
62068,He is writing a, song about beating his mom,in Scrabble all night,5,7,5,song
62068,He is writing a, song about beating his mom,in Scrabble all night,5,7,5,night
62070,Doing it wrong is, the only drake song that gets,me in my feelings,5,7,5,song
62073,Had so many plans, for this day off but i just,cant get out of bed,5,7,5,day
62075,waking my niece up, to cuddle with me in the,middle of the night,5,7,5,night
62076,Neverland is home, to lost girl like me and lost,girl like me are free,5,7,5,home
62080,Allowed to skip work, today but tasked to clean the,whole house I'll take it,5,7,5,house
62084,i can't get enough, of the end scene it's all i,could ever ask for,5,7,5,end
62088,The animations, sure aren't being finished,on time anymore,5,6,5,time
62088,The animations, sure aren't being finished,on time anymore,5,7,5,time
62092,Good morning guys And, merry Christmas to those who,are celebrating,5,7,5,morning
62100,Someone wake me up, in the morning to stream for,a couple hours,5,7,4,morning
62100,Someone wake me up, in the morning to stream for,a couple hours,5,7,5,morning
62101,too busy working, on my own grass to notice,of yours is greener,5,7,5,grass
62112,I said I wanted, summer to hurry up but,I'm over the heat,5,7,5,summer
62112,I said I wanted, summer to hurry up but,I'm over the heat,5,7,5,heat
62123,Life is better with, booze and the best lady of,all time by your side,5,7,5,time
62125,Second night in a, row without sleep depression,acting up again,5,7,5,night
62135,I have morning wood, like a yoga instructor,dude I'm so happy,5,7,5,morning
62138,Everyone face time, me right now so I can show,y'all my new vibe lights,5,7,5,time
62148,Great run Andrew You, didn't take a dip in the,river afterwards,5,6,5,river
62148,Great run Andrew You, didn't take a dip in the,river afterwards,5,7,5,river
62149,It doesn't count as, a morning if you drank all,night and didn't sleep,5,7,4,morning
62149,It doesn't count as, a morning if you drank all,night and didn't sleep,5,7,4,night
62149,It doesn't count as, a morning if you drank all,night and didn't sleep,5,7,5,morning
62149,It doesn't count as, a morning if you drank all,night and didn't sleep,5,7,5,night
62179,every time i, try to be happy something,bad always happen,4,7,5,time
62179,every time i, try to be happy something,bad always happen,5,7,5,time
62200,Hey seniors Wear a, t shirt of the college you're,going to next year,5,7,5,year
62211,My teacher just called, her husband the house bitch in,front of all of us,5,7,5,house
62211,My teacher just called, her husband the house bitch in,front of all of us,5,7,6,house
62220,holy crap your art, as amazing I want to,be like you one day,5,7,5,day
62224,Hey Arabella, Sheraton thanks for adding,hip hop to your day,5,7,5,day
62226,if people were rain, i was a drizzle and she,was a hurricane,5,7,5,rain
62231,good morning i threw, up all on my self and i,can't think properly,5,7,5,morning
62232,every day that, passes I realize how,indifferent I am,4,7,5,day
62232,every day that, passes I realize how,indifferent I am,4,7,6,day
62232,every day that, passes I realize how,indifferent I am,4,7,7,day
62232,every day that, passes I realize how,indifferent I am,5,7,5,day
62232,every day that, passes I realize how,indifferent I am,5,7,6,day
62232,every day that, passes I realize how,indifferent I am,5,7,7,day
62244,alright I am one, cute dog commercial away,from a full breakdown,5,7,5,dog
62244,alright I am one, cute dog commercial away,from a full breakdown,6,7,5,dog
62251,Patiently waiting, for the day bye Felicia,stops being a thing,5,7,5,day
62267,Crazy if you think, I will pay for a water,cup through the drive thru,5,7,5,water
62269,Learning is knowing, that we don't know And seeking,it in the right way,5,7,5,way
62278,i'm done with spending, all of my money on food,i'm starving this year,5,7,5,year
62283,Asymmetry There, There Washington Black so much,great fiction this year,5,7,5,year
62284,It always comes back, to you boils circles itches,it's way back to you,5,7,5,way
62301,that bayou classic, shit never again I'm so,ready to go home,5,7,5,home
62303,Beautiful night At, this jazz festival sipping,on wine What a time,5,7,5,night
62303,Beautiful night At, this jazz festival sipping,on wine What a time,5,7,5,time
62310,Felling slightly down, But the sun is shining through,But the wind's angry,5,7,5,sun
62310,Felling slightly down, But the sun is shining through,But the wind's angry,5,7,5,wind
62315,Saw a dead raccoon, on the road this morning guess,who started balling,5,7,5,morning
62320,i got a bootleg, squishy cat and already,poked a hole in em,5,7,5,cat
62329,Confession I think, about Metal Gear Solid,at least once a day,5,7,5,day
62331,On my grandma I, got nun to lose from this day,on out period,5,7,5,day
62342,I told my momma, I'm gangster I'll never change,the way that I live,5,7,5,way
62343,If this cat touches, my baubles one more time I'm,gonna lose my shit,5,7,5,cat
62343,If this cat touches, my baubles one more time I'm,gonna lose my shit,5,7,5,time
62358,Where's that video, gone of the guy describing,his house getting robbed,5,7,5,house
62360,Anyone want to, stream together and game and,just have a good time,5,7,5,time
62363,Gonna start biking, hiking or again fishing,this summer I think,5,7,5,summer
62371,Tomlinson bedtime, for me good night Louis i,love and miss you x,5,7,5,night
62382,Did anyone see, Batman v Superman yet,Best film of all time,5,7,5,time
62387,i didn't even, see you when i liked you now,i ain't got no time,4,7,5,time
62387,i didn't even, see you when i liked you now,i ain't got no time,5,7,5,time
62399,Knowledge is power, and school College powerhouse,Good night twitter friends,5,7,5,night
62408,I didn't file my, taxes from last year needs me,this time around though,4,7,5,year
62408,I didn't file my, taxes from last year needs me,this time around though,4,7,5,time
62408,I didn't file my, taxes from last year needs me,this time around though,5,7,5,year
62408,I didn't file my, taxes from last year needs me,this time around though,5,7,5,time
62409,These random people, are playing music outside,my window it's tots,5,7,5,window
62412,Max Branning Oscar, needed after that epic,performance last night,5,7,5,night
62433,Every single, day I say to myself at,least once I hate folk,4,7,5,day
62433,Every single, day I say to myself at,least once I hate folk,5,7,5,day
62438,for the nearest way, By this time of high water,One of the elect,5,7,5,way
62438,for the nearest way, By this time of high water,One of the elect,5,7,5,time
62438,for the nearest way, By this time of high water,One of the elect,5,7,5,water
62440,Not really sure how, you feel about it something,in the way you move,5,7,5,way
62458,The water pressure, is horrible I shouldn't,have to live like this,5,7,5,water
62463,I think I'm going, to stream tonight for the first,time in a long time,5,7,5,time
62463,I think I'm going, to stream tonight for the first,time in a long time,5,7,5,time
62464,Here is your morning, laugh It's the only way to,get though this nightmare,5,7,5,morning
62464,Here is your morning, laugh It's the only way to,get though this nightmare,5,7,5,way
62488,I can't believe that, my cousins and brother just,made my day special,5,7,5,day
62490,Candles lit music, playing Time to relax and,tune out everything,5,7,5,time
62495,Green bull dies slowly, Fox in tremendous city,September cat eats,5,7,5,cat
62499,the ONLY way you, get a foul called on Replay,is if you're Lebron,5,7,5,way
62508,Heard Bob Cooney was, eating dog food again on,the Super Bowl trip,5,7,5,dog
62514,Sleep is the only, thing on my agenda for,the rest of this day,5,7,5,day
62526,Drinks tea to prevent, coffee addiction is now,addicted to tea,5,7,5,tea
62542,Ready for the day, to be over so my four,day weekend can start,5,7,5,day
62542,Ready for the day, to be over so my four,day weekend can start,5,7,5,day
62546,As time passes it, really sets in how little,you meant to someone,5,7,5,time
62571,good morning all you, beautiful people who's down,to hangout today,5,7,5,morning
62580,I really got a, summer without turning up,I'll save some cheese tho,5,7,5,summer
62593,I can't believe my, daughter is gonna be a,year old in two days,5,7,5,year
62596,Maybe they need to, prohibit camping until,you guys get some rain,5,7,5,rain
62599,Waking up at this, time without an alarm is,not on I want sleep,5,7,5,time
62602,this song is very, beautiful the tribute was,beautiful as well,5,7,5,song
62605,Head's a little sore, this afternoon Probably,all the beer last night,5,6,5,afternoon
62605,Head's a little sore, this afternoon Probably,all the beer last night,5,6,5,night
62605,Head's a little sore, this afternoon Probably,all the beer last night,5,7,5,afternoon
62605,Head's a little sore, this afternoon Probably,all the beer last night,5,7,5,night
62611,Home alone until, like Saturday or Sunday,morning but I'm sick,5,7,5,morning
62612,Sometimes you just be, needing a blunt at the end,of a long ass day,5,7,5,end
62612,Sometimes you just be, needing a blunt at the end,of a long ass day,5,7,5,day
62615,happy birthday my, love i hope your day was filled,with magic and joy,5,7,5,day
62619,How come Ed Sheeran, sounds melodious than me,all the freaking time,5,7,5,time
62624,Sometimes moving on, is hard but in time you see,you did the right thing,5,7,5,time
62644,Done giving my time, and energy to people,that don't deserve it,5,7,5,time
62653,Also may flick up, and smack you in the eye when,you get to the end,5,7,5,end
62656,Hope all the females, who appreciate brown skin,men have a great day,5,7,5,day
62659,Counselors be so, quick to criticize you in,any type of way,5,7,5,way
62673,I love waking up, panicky every day,in a pool of sweat,5,6,5,day
62673,I love waking up, panicky every day,in a pool of sweat,5,7,5,day
62680,When you're a Lions, fan we'll take all the happy,we can get this year,5,7,5,year
62687,It's about fucking, time It'd be nice if Loesch,got new bracelets too,5,7,5,time
62693,A month from today, and it's graduation day,Bittersweet feeling,5,7,5,day
62694,goodnight guys the day, started off well but ended,quite confusingly,5,7,5,day
62697,Welcome all here you, can find memes of bongo cat,unless it dies out,5,7,5,cat
62707,Know any friendly, Sunday teams South London way,doing winter nets,5,7,5,way
62707,Know any friendly, Sunday teams South London way,doing winter nets,5,7,5,winter
62708,I'm sick of winter, I want to be thick and wear,cute summer outfits,5,7,5,winter
62708,I'm sick of winter, I want to be thick and wear,cute summer outfits,5,7,5,summer
62718,I'm sitting in my, room the rest of the day I'm,so irritated,5,7,5,day
62729,I already want, to see the video that,song shakes me I LOVE,5,7,5,song
62738,I'm crying I've been, with my dog this long I can't,leave him now again,5,7,5,dog
62743,Ok kids goodnight, may allah bless us all to,see another day,5,8,5,day
62743,Ok kids goodnight, may allah bless us all to,see another day,5,7,5,day
62744,Every time I, get on Twitter I see a,new person pregnant,4,7,5,time
